,reviewTitle,reviewContent,rating,label,clean_teks
187333,"PENGIRIMAN CEPAT, PACKAGING RAPI DAN AMAN, PRODUCT SESUAI GAMBAR","Barang dikirim hari ke-5 setelah order dengan packaging yg rapi & aman menggunakan bubble wrap berlapis + dilapisi kayu secara memutar. Laptop mulus tanpa cacat sesuai gambar, namun tanpa diisi windows jadi kosongan. Untuk catatan laptop ini hanya support windows 10. Ketika windows 10 di instal pointer memang tidak muncul, tetapi setelah CD Driver ASUS yang ada dalam paketan di instal, pointer otomatis akan muncul. Harga murah meriah setelah discount Bank Standard Chartered 250.000, saya dpt di harga 3.067.000 dengan ongkir 18.000 dengan cicilan 0% selama 12 bulan. Recomendeddd bgt...!!!",5,1,barang kirim order packaging rapi aman bubble wrap lap lapis kayu putar laptop mulus cacat sesuai gambar isi windows kosong catat laptop support windows windows instal pointer muncul cd driver asus paket instal pointer otomatis muncul harga murah riah diskon bank standar chartered harga ongkir cicil recomendeddd banget
187334,Bantu Kerja,"Pas banget untuk komputasi ringan, kerja kantoran dan bukan untuk gamer. barang bagus diterima dengan tersegel semua, dan packing rapi + bubble wrap.",4,1,pas banget komputasi ringan kerja kantor gamer barang bagus terima segel packing rapi bubble wrap
187335,Murah Sejagat Raya,"Kemarin beli Laptop ini saat Harbolnas. Cek sana sini, rata2 harganya 3,2jutaan paling murah (Itu juga masih belum sama ongkir). Eh di Lazada cuma Rp.3.099.000, murah gan. Udah gitu aja? Ngga bro, masih ada Diskon tambahan 7% karna Harbolnas, jadi harganya cuma Rp.2.949.000. Udah gitu aja? Ngga bro, masih ada Bonus Tas Swiss Gear SA7660 seharga Rp.276.000, padahal udah dapet Tas bawaan Asus. Udah gitu aja? Masih ada lagi, Free Ongkir sodara2, dan cepet banget sampenya. Pesan sore, besok siangnya udah sampe. Puas pake banget gan.",5,1,kemarin beli laptop harbolnas cek harga juta murah ongkir eh lazada rupiah murah juragan bro diskon tambah harbolnas harga rupiah bro bonus tas swiss gear sa harga rupiah dapet tas bawa asus free ongkir saudara cepat banget sampenya pesan sore besok siang puas pakai banget juragan
187336,"PENGIRIMAN CEPAT, PACKAGING RAPI DAN AMAN, PRODUCT SESUAI GAMBAR","Barang datang di hari ke 5 setelah order dengan ongkir hanya 14.000, laptop dikirim kosongan tanpa windows dan kalau di instal windows hanya bisa support windows 10, ketika windows di instal memang pointer tidak akan muncul, tapi setelah CD driver Asus yang ada dalam paketan di instal, pointer akan muncul secara normal. Bagusss bgt barangnya mulus, selisih 1jt kalo misal beli diluar. Dan bisa dicicil 12x dgn cicilan 0% :)",4,1,barang order ongkir laptop kirim kosong windows instal windows support windows windows instal pointer muncul cd driver asus paket instal pointer muncul normal bagusss banget barang mulus selisih jt beli luar cicil x cicil
187338,Pointer hilang,"Saat pertama kali instal windows, pointer hilang jadi harus menggunakan mouse eksternal. Tapi setelah driver diinstal, everything is gonna be oke. Barang mantap, harga bersahabat. Terima kasih lazadut",4,1,kali instal windows pointer hilang mouse eksternal driver diinstal is gonna be oke barang mantap harga sahabat terima kasih lazadut
187339,MANTAP,"Barangnya bagus, tanpa cacat, pengiriman standar, packing rapih. Tapi sayang, bunyi fan kipasnya keras setiap kali dihidupkan walaupun nggak dipakai buat apa-apa dan nggak pernah berhenti. Agak sedikit mengganggu. Mungkin kesalahan dari pabrik jadi begitu. Tapi laptop mau dipakai seharian full pun nggak akan panas. Aku aja heran, dan  baru ngerasain pertama kali. Kalau laptop yang dulu pasti selalu berlebihan panasnya, baru dipakai 1/2 jam.  Semoga reviewnya bermanfaat bagi yang mau beli.",4,1,barang bagus cacat kirim standar packing rapih sayang bunyi fan kipas keras kali hidup pakai henti ganggu salah pabrik laptop pakai hari full panas heran rasa kali laptop panas pakai jam moga reviewnya manfaat beli
187340,Asus X441SA,"Secara Umum Barang OK dengan Cukup Murah, Mudah mudahan Awet Barangnya. Cuma sayang pengirimannya payah..., Lamaaaaa.... Banget... 9 Hari dari Pemesanan... Thx",4,1,barang ok murah mudah mudah awet barang sayang kirim payah lamaaaaa banget mesan terimakasih
187344,"Fast Delivery, Fast Respon, Good Lazada..","Barang nya sampe dgn selamat, order hr minggu sampe nya hari senin jam 10 pagi. Awal nya saya instal windows 8.1 Enterprise 64 bit, namun ada driver ga support di windows tsb. tenyata saya yg ga teliti, di Disk Diver di tulis windows 10 64 bit only, akhirnya saya update aja ke windows 10 Enterprise, dan alhamulillah semua driver bs di instal..  MAKASIH LAZADA",5,1,barang nya selamat order minggu nya senin jam pagi nya instal windows enterprise bit driver support windows tenyata teliti disk diver tulis windows bit only update windows enterprise alhamulillah driver instal terimakasih lazada
187351,Pelayanan sangat cepat,"produk bagus sesuai deskripsi, mantappppp",5,1,produk bagus sesuai deskripsi mantappppp
187352,Kurang puas,Msh blm faham cara aktifin nya bagai mana masa windows nya gga diisi sama aja bohong,3,0,faham aktifin nya windows nya gga isi bohong
187354,"Barang lumayan,tapi sayang pengiriman lambat","Mohon lazada perbaiki waktu pengiriman nya,agar bisa dipercepat",3,0,mohon lazada baik kirim nya cepat
187355,Kinerja NB mantap,Kinerjanya cukup buat bagus kerja kantoran. Sayang ram gk bs diupgrade. Brg juga cepet sampai,5,1,kerja bagus kerja kantor sayang ram diupgrade barang cepat
187356,Thanks Lazada,"Barangnya bagus, pengiriman juga cepat.",5,1,barang bagus kirim cepat
187357,MANTAFF,"kualitas, spek & desain ok bgt untuk ukuran laptop dengan harga 3jt",5,1,kualitas spek desain ok banget ukur laptop harga jt
187358,Pelayananya,Kurirnya ngk sopan.marah marah dan ngk sabaran.tolong di tingkatkan lagi agar pelanggan merasa puas belanja di lazada,1,0,kurir sopan marah marah sabar tolong tingkat langgan puas belanja lazada
187359,Bagus dan Layak Diapresiasi,"Belanja puas, produk bagus, harga murah, banyak diskon, dan pengiriman cepat...",5,1,belanja puas produk bagus harga murah diskon kirim cepat
187360,Asus laptop,Pengiriman aman dan cepat. Kurir lgs bertemu saya. Produk ok. Tp ternyata kosongan ya tidak ada aplikasi apapun yg diinstal. Jadi saya harus instal dulu.,5,1,kirim aman cepat kurir lgs temu produk ok kosong ya aplikasi apa diinstal instal
187362,puas,"produk bagus, pengiriman juga cepat. jumat pesan, minggu udh ada ditangan saya. tq lazada",5,1,produk bagus kirim cepat jumat pesan minggu tang terimakasih lazada
187363,Good,Produk sesuai dengan deskripsi,5,1,produk sesuai deskripsi
187365,OK Banget,Barangnya OK Berfungsi dengan baik,4,1,barang ok fungsi
187366,Touchpad ga berfungsi,Touchpad ga berfungsi,2,0,touchpad fungsi
187373,Bagus,"Untuk yang gak bilang bagus hanya karena gak ada windows itu berarti mereka gak ngerti DOS atau gak tau apa itu DOS, padahal udah jelas pada judul product ada DOS artinya belum ada sistem operasinya bos. Jadi sebelum beli lebih baik baca dan cari tahu dulu ya.. Thanks lazada Pokoknya keren, suaranya jernih dan kenceng banget padahal volume suara belum full. Thanks",5,1,bilang bagus windows ngerti dos tau dos judul produk dos sistem operasi bos beli baca cari ya terimakasih lazada pokok keren suara jernih cepat banget volume suara full terimakasih
187374,Buruk dan mengecewakan,"Ternyata barang yg saya beli bkn barang ORI tapi barang BM,sangat mengecewakan sekali dan merasa ditipu, dan parah nya lagi touchped nya tdk berfungsi .",1,0,barang beli barang original barang bbm kecewa tipu parah nya touchped nya fungsi
187381,ok,ok,5,1,ok
187382,Pelayanan Bagus,sangat cepat,3,0,cepat
187383,Pengiriman cepat,Aman gans,5,1,aman gans
187385,TOK91XA,Sy dpt kupon gak?,5,1,kupon
187386,"Pengiriman,paking","Pengiriman dan paking rapih, barang sesuai pesanan, dan cepat sampai, pertahankan sukses selalu.",5,1,kirim paking rapih barang sesuai pesan cepat tahan sukses
187387,Saya juga,Yg udah gue cgc8cu,5,1,cgccu
187388,Saya juga,Yg udah gue cgc8cu,5,1,cgccu
187389,Wow,Sayangnya DOS bkn Windows,5,1,sayang dos windows
187390,good,anjink,5,1,anjink
187399,Memuaskan,"Barang bagus, sesuai dengan pesanan, pengiriman lebih cepat dari yg diperkirakan, packing rapi. Terimakasih LAZADA, sukses selalu.",5,1,barang bagus sesuai pesan kirim cepat packing rapi terimakasih lazada sukses
187400,Laptop asus,"Barangx bagus sekali, saya suka tapi sayang saya gak bisa install windowsnya dan harus membeli CD  sofware windows 10 utk menginstall. Masalah pengiriman juga lama sekali sampai saya harus telpon dan ngecek ke kantor JNE, lainnya bagus sekali... Makasih lazada dan tingkatkan pelayananmu...",5,1,barangx bagus suka sayang install windowsnya beli cd sofware windows menginstall kirim telepon ecek kantor jne bagus terimakasih lazada tingkat layan
187401,Asus-x441sa-bx002d,"Puas jadi pelanggan setia lazada, transfer jam 9 malam, jam 9 pagi barang sdh diantar ke rumah.. Ini sdh kesekian kalinya belanja dilazada mulai dr harga barang puluhan ribu hingga jutaan.. Dan selalu PUAS..",4,1,puas langgan setia lazada transfer jam malam jam pagi barang antar rumah sekian kali belanja dilazada harga barang puluh ribu juta puas
187402,josss,tgl 11/1/2017 barang order masih 3.249.000 	 sekarang tgl 19/1/2017 turun RP 3.199.000 tp ga pa2 barang mulus mantap sesuai harga pengiriman cepat nyampe pokoknya josss kalo pake P*S,4,1,tanggal barang order tanggal turun rupiah pa barang mulus mantap sesuai harga kirim cepat pokok josss pakai p s
187405,asus x441sa- bx002- ram 2gb- intel celeron,"Luar biasa belanja di lazada,pengiriman cuma kurang dari 24 jam,packing barang sangat sangat rapih dan aman",3,0,belanja lazada kirim jam packing barang rapih aman
187411,Puas,"Sangaaat puas , barang bagus dan cepat sampai , makasih lazada",5,1,sangaaat puas barang bagus cepat terimakasih lazada
187413,Gak memuaskan,"Operasi sistem laptop gak ada, blank hanya layar hitam dan driver laptopnya juga gak ada, ihhh benar-benar parah nih..",1,0,operasi sistem laptop blank layar hitam driver laptop ihhh parah nih
187414,asus x441sa,"Harga murah,kualitas bagus cuman sayang sekali tidak ada invoice,padahal itu penting buat klaim garansi",3,0,harga murah kualitas bagus sayang invoice klaim garansi
187416,GOOD,PACKING RAPI DAN DAPAT TAS LAPTOP. HEHE. ASIK. THX YA. cuma harus beli WINDOWS LAGI YA? TAMBAH MAHAL YA YG ORIGINAL.,5,1,packing rapi tas laptop hehe asik terimakasih ya beli windows ya mahal ya original
187417,Lumayan,"Pengiriman cepat ya, packing bagus lah. Cuma ada lecet pada laptop saya. Mungkin proses pengiriman atau dari produksinya",4,1,kirim cepat ya packing bagus lecet laptop proses kirim produksi
187418,Memuaskan,Barang sudah sampai dengan selamat,4,1,barang selamat
187419,Barang Oke Bagus,"Barang sesuai pesanan, Laptop diterima dengan aman dan oke.",4,1,barang sesuai pesan laptop terima aman oke
187420,Cukup puas,"Packing oke,,pengiriman sesuai perkiraan,,barang sesuai dan okee..tks",4,1,packing oke kirim sesuai kira barang sesuai okee terimakasih
187421,Pilihan pas,"Lumayan cepet pengirimannya, puas lah",5,1,lumayan cepat kirim puas
187422,Pengiriman cepat,"Pesanan sesuai, paking paket rapih dan aman, pengiriman cepat, terima kasih lazada",5,1,pesan sesuai paking paket rapih aman kirim cepat terima kasih lazada
187432,Sangat puas,"Terimakasih telah melayani dengan baik pelanggan saperti saya yang sangat tidak sabaran dan annoying, lazada mantap. Barangnya sesuai dengan yang saya perkirakan bagus.",4,1,terimakasih layan langgan saperti sabar annoying lazada mantap barang sesuai kira bagus
187442,Mantap goyangannya bang,Yesss oh no...,5,1,yesss oh nomor
187443,Lima bintang,Good,5,1,good
187444,Buruk,"Barang sangat mengecewakan,dan ternyata barang nya black market.",1,0,barang kecewa barang nya black market
187445,Tanya cara cicilan,Gan katanya bisa cicilan itu gimna cara nya infonya donk,2,0,juragan cicil nya informasi donk
187446,Mantap,Pengiriman super cepat,5,1,kirim super cepat
187447,Lima Bintang,Puaassss,5,1,puaassss
187448,best value lightweight computing.,"1. Tidak cocok untuk YouTube/SosMed/website yg ribet. Pastikan YouTube menggunakan mode html5. 2. Internal emmc lebih cepat dan responsif dari HDD mechanical biasa. 3. Docking keyboard kurang kokoh dan tidak memiliki fungsi extra, mode laptop sudut bukaan layar kecil. 4. Daya tahan baterai luar biasa.",4,1,cocok youtube sosmed situs ribet pasti youtube mode html internal emmc cepat responsif hdd mechanical docking keyboard kokoh milik fungsi extra mode laptop sudut buka layar daya tahan baterai
187450,bagus,"pengiriman tepat waktu, packing rapi dan aman. harga lebih murah dibanding tempat lain dan dapat diskon pula. barang sudah dicoba, dapat berfungsi dengan baik. semoga awet. thanks lazada :D",5,1,kirim packing rapi aman harga murah banding diskon barang coba fungsi moga awet terimakasih lazada d
187451,Pengiriman super cepat,"Produk yg bagus & harga sangat bersaing, pesan hari ini besok sudah terkirim, seller rekomendasi, terima kasih Lazada.",5,1,produk bagus harga saing pesan besok kirim jual rekomendasi terima kasih lazada
187452,LAZADA TIADA TANDING TIADA BANDING.... TOP MARKOTOP,"ORDER SELASA (CUMA 3 HARI) - JUMAT SUDAH DI DEPAN PINTU RUMAH  DIBUNGKUS RAPI DALAM DUS DOUBLE DILAPISI PLASTIC BUBBLE SUPER AMAN HARGA DENGAN SPESIFIKASI YANG SAMA SUDAH DICEK DI TOKO TETANGGA (B#xyz..., T#abc..., dll) TERMURAH.... BOLEH DI CHECK SENDIRI DEGH.... DAN BUKTIKAN SENDIRI... KESIMPULAN: HIGHLY RECOMENDED SELLER.... KEEP UP YOUR GOOD WORK LAZADA...",5,1,order selasa jumat pintu rumah bungkus rapi dus double lapis plastic bubble super aman harga spesifikasi cek toko tetangga bb xyz t abc lain murah cek degh bukti simpul highly recomended jual keep up your good lazada
187454,ada sedikit trouble,Respon penjual dan pengiriman cepat. tp setelah pemakaian sambungan docknya ke layarnya ada yg tidak lancar. sehingga koneksi dockingnya dng layar terganggu. tidak bisa buat ngetik dan kursor,4,1,respon jual kirim cepat pakai sambung docknya layar lancar koneksi dockingnya layar ganggu ngetik kursor
187455,Asus tranformer jozzz,"Barang sampai dengan aman paking rapi dan super ekspres order  19:30 18-04-2018 ke esokan harinya sudah dateng pagi jam 09:30 19-04-2018 Pakainya enak aman sudah di gunakan 1 minggu belum ada masa. Cuma, sayang di dalam kardusnya gak ada kartu geransi resmi dari asus padahal geransi 1 th. Tapi gak apapa saya puas dengan pelayanan lazada sellernya juga mantap Thank lazada  Be the best",4,1,barang aman paking rapi super ekspres order esok hari pagi jam pakai enak aman minggu sayang kardus kartu geransi resmi asus geransi th apapa puas layan lazada sellernya mantap thank lazada be the best
187457,Puassssssss,TOP... semua OK.. sudah pakai 1 minggu gak ada masalah.. packing bgs aman.. pengiriman cepat..,5,1,top ok pakai minggu packing bgs aman kirim cepat
187460,Sesuai deskripsi,Dapat harga murah promo 11.11 Sudah di test n berfungsi dengan baik,5,1,harga murah promo test n fungsi
187461,Barang Oke,terima kasih banyak.,5,1,terima kasih
187462,"mantab, asli, murah",bagus ternyata garansi resmi dapet harga 3.7,5,1,bagus garansi resmi dapet harga
187463,top,"thanks, barang dah diterima dgn baik",5,1,terimakasih barang terima
187466,oke banget,produk oke banget,5,1,produk oke banget
187467,Suara pada speker pecah,Gan.. kok belum ada 3 bulan saya pakai suara speakernya kresek2 ya,5,1,juragan pakai suara speakernya kresek ya
187468,Cepat tepat,"Cepat pengirimannya rapi, cukup aman. Tepat barang sesuai desk. Sejauh ini ga ada masalah.",5,1,cepat kirim rapi aman barang sesuai desk
187469,asus,lumayan bagus,3,0,lumayan bagus
187470,Terimakasih,Terimakasih Seller dan Lazada.... sukses terus.....,5,1,terimakasih jual lazada sukses
187471,puas banget....,untuk yg super sibuk dan sering bepergian n g ribet juga ringan full performa n very praktis...,5,1,super sibuk pergi n ribet ringan full performa n very praktis
187475,Windows,Windows nya sudah di instal ya gan?,3,0,windows nya instal ya juragan
187494,Bagus banget,Mlo,5,1,mlo
187496,Sajad,Mensemat,5,1,semat
187499,LAYAR LED DI TERIMA DALAM KEADAAN PECAH,"Tadi pagi saya terima tv sharp led 40"" LC-40LE185I dari JNE. Setelah di buka ternyata layar nya pecah. No resi pesanan saya 202988527552213. saya harus bagaimana gan? bisa minta no tlp PT. Ecart? terima kasih",1,0,pagi terima televisi sharp led lclei jne buka layar nya pecah nomor resi pesan juragan nomor telepon pt ecart terima kasih
187501,Pesanan dibatalkan,Pesanan dibatalkan setelah menunggu lebih dari 2 minggu dgn alasan dari pihak kurir alamat  tdk ditemukan.ini yg salah dari pihak kurir atau lazada.Masa saya udah 3thn jadi customer Lazada baru kali ini alamat tdk ditemukan? Sangat2 mengecewakan,1,0,pesan batal tunggu minggu alas kurir alamat temu salah kurir lazada customer lazada kali alamat temu kecewa
187502,Pelayanan & ulasan,"Beli oas harbolnas.. Dpt harga 3,05 jt, termurah dari yg paling murah. Cek kondisi, pengirriman sedikit telat (namun harus dimaklumi krn harbolnas semua belanja dan pengiriman pasti menumpuk) barang dibungkus bublewarp... Mungkin krn lokasi rmh dan warehouse cuma 500 meter kali wkkkk.... Bismillah semoga awet",5,1,beli oas harbolnas harga jt murah murah cek kondisi pengirriman telat maklum harbolnas belanja kirim tumpuk barang bungkus bublewarp lokasi rumah warehouse meter kali wkkkk bismillah moga awet
187503,Tanda Tidak Normal Saat TV di Nyalakan,"Pemesanan dan Pembayaran dilakukang 1 Agustus 2018. Barang diterima tgl 3 Agustus malam hari. Pengantaran dilakukan melalui JNE, agak kaget ternyata yang membawa barang menggunakan motor. Saat ini sedang dalam testing, namun hal yang mengecewakan adalah terdapat tanda ""warna biru"" yang tidak normal.  Sulit memberikan ulasan, Apakah itu adalah tanda bahwa ada cacat yg saya terima?  Bagaimana Saya harus mengkonsultasikan ini hingga perlu d lakukan pengrmbalian atau tidak?",1,0,mesan bayar dilakukang agustus barang terima tanggal agustus malam antar jne kaget bawa barang motor testing kecewa tanda warna biru normal sulit ulas tanda cacat terima konsultasi d laku pengrmbalian
